Date,Open,High,Low,Close,Change,Change%,Devation%,trx_cnt,trx_record,avg_cnt,amount,FI,IT,Dealer,Big3,FI_Share%,loanM_chg,loanM_chg%,loanS_chg,loanS_chg%,loan_M_S%
2021/01/18,116.5,118.5,114,118.5,+1,+0.85,3.83,"7,590","4,556",1.7,8.9,"+1,744",-267,-92,"+1,385",65,-945,"14,189",-25,167,1.2
2021/01/19,118,118.5,117,117,-1.5,-1.27,1.27,"4,276","2,760",1.5,5,+599,-340,+3,+262,65,+49,"14,238",+1,168,1.2
2021/01/20,117,118,112,113,-4,-3.42,5.13,"11,202","7,408",1.5,12.8,"-1,660",+20,-118,"-1,758",64.9,+192,"14,430",+53,221,1.5
2021/01/21,115,117,114.5,115,+2,+1.77,2.21,"6,342","3,642",1.7,7.3,+462,+67,-82,+447,65,-198,"14,232",+45,266,1.9
2021/01/22,116,118,114.5,117,+2,+1.74,3.04,"8,918","5,074",1.8,10.4,"+1,815",-56,-50,"+1,709",65.1,-96,"14,136",-33,233,1.6
2021/01/25,118,121.5,117,121,+4,+3.42,3.85,"13,781","7,613",1.8,16.5,"+3,854",+286,+314,"+4,454",65.5,+686,"14,822",-56,177,1.2
2021/01/26,122,124,117.5,118.5,-2.5,-2.07,5.37,"14,325","8,229",1.7,17.3,+102,-300,-130,-328,65.6,-59,"14,763",-20,157,1.1
2021/01/27,120,121.5,118.5,120.5,+2,+1.69,2.53,"7,055","3,968",1.8,8.5,+236,+439,+354,"+1,029",65.5,+162,"14,925",+11,168,1.1
2021/01/28,118,119,116,116,-4.5,-3.73,2.49,"9,289","5,236",1.8,10.9,"-2,877",+31,-18,"-2,864",65.2,-337,"14,588",-13,155,1.1
2021/01/29,117,117,114,114,-2,-1.72,2.59,"8,719","4,794",1.8,10,"-2,573",+16,-270,"-2,827",65,+155,"14,743",-1,154,1
2021/02/01,114.5,115,112,114,0,0,2.63,"4,866","2,790",1.7,5.5,"-1,364",+42,0,"-1,322",64.8,-271,"14,472",-1,153,1.1
2021/02/02,115,116,113,113.5,-0.5,-0.44,2.63,"6,917","3,421",2,7.9,"-2,372",-16,+135,"-2,253",64.6,-8,"14,464",-15,138,1
2021/02/03,114,114.5,113,113,-0.5,-0.44,1.32,"5,542","2,899",1.9,6.3,"-2,615",-150,-76,"-2,841",64.3,-9,"14,455",+8,146,1
2021/02/04,113,116.5,112,116,+3,+2.65,3.98,"6,721","3,354",2,7.7,-928,+51,-40,-917,64.2,-622,"13,833",+5,151,1.1
2021/02/05,116,116,114,115.5,-0.5,-0.43,1.72,"4,195","2,332",1.8,4.8,-853,+11,-2,-844,64.1,-373,"13,460",-10,141,1
2021/02/17,116.5,118,115,116,+0.5,+0.43,2.6,"6,561","3,632",1.8,7.6,-329,-566,-66,-961,64.1,-453,"13,007",-1,140,1.1
2021/02/18,116,118.5,115,118,+2,+1.72,3.02,"5,960","2,870",2.1,7,+451,-529,+73,-5,64.2,-237,"12,769",-7,133,1
2021/02/19,118,120.5,116.5,120.5,+2.5,+2.12,3.39,"8,749","4,589",1.9,10.4,+410,+1,+70,+481,64.2,-142,"12,627",+7,140,1.1
2021/02/22,121,121,119,120,-0.5,-0.41,1.66,"5,364","2,833",1.9,6.4,"-1,165",-1,-58,"-1,224",64.1,-200,"12,427",+2,142,1.1
2021/02/23,119,120,117.5,117.5,-2.5,-2.08,2.08,"6,609","2,866",2.3,7.8,"+1,372",+2,+29,"+1,403",64.2,-169,"12,258",-9,133,1.1
2021/02/24,118,121.5,118,119,+1.5,+1.28,2.98,"7,483","3,807",2,9,"+1,026",-86,-112,+827,64.3,-28,"12,230",+11,144,1.2
2021/02/25,121.5,123.5,120.5,122,+3,+2.52,2.52,"14,094","7,924",1.8,17.2,"+1,917",+1,+255,"+2,173",64.5,+256,"12,486",+12,156,1.2
2021/02/26,120,122,119,120,-2,-1.64,2.46,"11,034","5,003",2.2,13.3,"-3,504",+155,-144,"-3,493",64.2,+246,"12,732",-5,151,1.2
2021/03/02,121.5,122.5,120,121,+1,+0.83,2.08,"5,534","3,101",1.8,6.7,+768,+18,-54,+732,64.2,-250,"12,482",+9,160,1.3
2021/03/03,123.5,125,121.5,122.5,+1.5,+1.24,2.89,"7,078","4,333",1.6,8.7,+306,+4,+212,+522,64.3,+263,"12,745",+5,165,1.3
2021/03/04,121.5,122.5,118.5,119.5,-3,-2.45,3.27,"5,256","3,246",1.6,6.3,"-1,073",+47,-75,"-1,101",64.2,-65,"12,680",-72,93,0.7
2021/03/05,118,120,117.5,119.5,0,0,2.09,"2,757","1,749",1.6,3.3,-279,+72,-56,-263,64.1,-21,"12,659",-2,91,0.7
2021/03/08,122,122,119,119,-0.5,-0.42,2.51,"3,099","1,767",1.8,3.7,-672,+12,-78,-739,64,-56,"12,603",-2,89,0.7
2021/03/09,119,119.5,117,118,-1,-0.84,2.1,"3,608","2,268",1.6,4.3,-697,+92,-7,-612,64,-124,"12,479",+3,92,0.7
2021/03/10,119,120,118,119.5,+1.5,+1.27,1.69,"2,882","1,500",1.9,3.4,+83,+12,-18,+77,64,-62,"12,417",-1,91,0.7
2021/03/11,120,120,119,119,-0.5,-0.42,0.84,"3,757","2,331",1.6,4.5,-786,0,+27,-760,63.9,+231,"12,648",-12,79,0.6
2021/03/12,120,121,119.5,120.5,+1.5,+1.26,1.26,"3,973","2,394",1.7,4.8,"+1,649",+9,+23,"+1,681",64,-210,"12,438",-3,76,0.6
2021/03/15,120.5,122.5,120,121,+0.5,+0.41,2.07,"4,020","2,398",1.7,4.9,+313,0,-22,+291,64.1,+66,"12,504",-6,70,0.6
2021/03/16,122,124,121,122.5,+1.5,+1.24,2.48,"7,239","3,957",1.8,8.9,"+2,709",+2,-18,"+2,694",64.4,+157,"12,661",+9,79,0.6
2021/03/17,123,125.5,122.5,124.5,+2,+1.63,2.45,"12,495","6,909",1.8,15.6,"+3,862",+391,+180,"+4,433",64.8,+82,"12,743",-2,77,0.6
2021/03/18,126,129,125,127.5,+3,+2.41,3.21,"14,283","8,815",1.6,18.1,"+3,800",+110,+167,"+4,077",65.1,-480,"12,263",-5,72,0.6
2021/03/19,127,128.5,126.5,127.5,0,0,1.57,"8,483","4,679",1.8,10.8,+870,+200,-46,"+1,024",65.2,-72,"12,191",-11,61,0.5
